"age","workclass","fnlwgt","education","education-num","marital-status","occupation","relationship","race","sex","capital-gain","capital-loss","hours-per-week","native-country","class (income)"
31,"Private",157078,"10th",6,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
33,"Local-gov",96480,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"Germany","<=50K"
39,"Self-emp-not-inc",65716,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States",">50K"
68,"Private",201732,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
66,"Self-emp-not-inc",174788,"Some-college",10,"Never-married","Sales","Not-in-family","White","Female",0,0,20,"United-States","<=50K"
49,"Private",99179,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
25,"Private",362912,"Some-college",10,"Never-married","Craft-repair","Own-child","White","Female",0,0,50,"United-States","<=50K"
28,"Private",103389,"Masters",14,"Divorced","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
34,"Private",202210,"HS-grad",9,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
18,"Self-emp-inc",119422,"HS-grad",9,"Never-married","Other-service","Unmarried","Asian-Pac-Islander","Female",0,0,30,"India","<=50K"
20,"State-gov",41103,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
25,"Private",254746,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
21,"Private",20728,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",4101,0,40,"United-States","<=50K"
20,"Private",91939,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,1721,30,"United-States","<=50K"
28,"Private",309566,"HS-grad",9,"Never-married","Adm-clerical","Unmarried","White","Female",0,0,20,"United-States","<=50K"
58,"Private",29928,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,36,"United-States","<=50K"
22,"Private",167868,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
39,"Private",175972,"Some-college",10,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,15,"United-States","<=50K"
34,"Local-gov",254270,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
41,"Local-gov",185057,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
34,"Private",101345,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,40,"United-States",">50K"
38,"Private",127601,"Some-college",10,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",">50K"
21,"Private",250051,"Some-college",10,"Never-married","Prof-specialty","Own-child","White","Female",0,0,10,"United-States","<=50K"
18,"Private",163787,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
27,"Private",119170,"11th",7,"Never-married","Exec-managerial","Unmarried","White","Female",0,0,45,"United-States","<=50K"
20,"Private",188612,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,38,"Nicaragua","<=50K"
34,"Local-gov",207383,"Masters",14,"Widowed","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
35,"Private",150217,"Bachelors",13,"Married-civ-spouse","Other-service","Wife","White","Female",0,0,24,"Poland","<=50K"
33,"Private",295649,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,40,"China","<=50K"
21,"Private",197182,"Assoc-acdm",12,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
58,"Private",473836,"7th-8th",4,"Widowed","Farming-fishing","Other-relative","White","Female",0,0,45,"Guatemala","<=50K"
21,"Private",198431,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
22,"Private",318915,"HS-grad",9,"Never-married","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
28,"Self-emp-not-inc",175406,"Masters",14,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,30,"United-States",">50K"
21,"Private",175800,"HS-grad",9,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,55,"United-States","<=50K"
55,"Private",170169,"HS-grad",9,"Separated","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
19,"Private",199441,"HS-grad",9,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
42,"Private",152568,"HS-grad",9,"Widowed","Sales","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
41,"Private",182108,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",27828,0,35,"United-States",">50K"
34,"Private",224358,"10th",6,"Never-married","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
24,"Private",185452,"Bachelors",13,"Never-married","Tech-support","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
36,"Local-gov",51424,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
19,"Private",123416,"12th",8,"Separated","Prof-specialty","Own-child","White","Female",1055,0,40,"United-States","<=50K"
26,"Private",262656,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
22,"Private",151105,"Some-college",10,"Never-married","Sales","Other-relative","White","Female",0,0,18,"United-States","<=50K"
38,"Private",179117,"Assoc-acdm",12,"Never-married","Machine-op-inspct","Not-in-family","Black","Female",10520,0,50,"United-States",">50K"
38,"Local-gov",745768,"Some-college",10,"Divorced","Exec-managerial","Unmarried","Black","Female",0,0,45,"United-States","<=50K"
19,"Private",69927,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,16,"United-States","<=50K"
45,"Private",179135,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
26,"State-gov",177035,"11th",7,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
39,"Private",192251,"10th",6,"Divorced","Other-service","Not-in-family","White","Female",0,0,60,"United-States","<=50K"
27,"Private",29807,"HS-grad",9,"Separated","Handlers-cleaners","Unmarried","White","Female",0,0,40,"Japan","<=50K"
29,"Private",147340,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
24,"Federal-gov",29591,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","Other","Female",0,0,40,"United-States","<=50K"
36,"Private",215392,"Bachelors",13,"Divorced","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
31,"Private",110554,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",4386,0,40,"United-States",">50K"
38,"Private",210438,"7th-8th",4,"Divorced","Sales","Unmarried","White","Female",0,0,40,"United-States","<=50K"
27,"Private",401723,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
42,"Private",179524,"Bachelors",13,"Separated","Other-service","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
19,"Private",145844,"Assoc-acdm",12,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
59,"Private",191965,"11th",7,"Married-civ-spouse","Other-service","Wife","White","Female",3908,0,28,"United-States","<=50K"
54,"Private",96792,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,32,"United-States","<=50K"
45,"Private",347834,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
47,"Private",202856,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,36,"United-States","<=50K"
42,"Private",126098,"HS-grad",9,"Separated","Craft-repair","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
36,"Private",118909,"Assoc-acdm",12,"Never-married","Adm-clerical","Unmarried","Black","Female",0,0,40,"Jamaica","<=50K"
44,"Private",202466,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,60,"United-States","<=50K"
20,"Private",120572,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Female",0,0,12,"United-States","<=50K"
26,"Private",55860,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
46,"Private",173613,"HS-grad",9,"Divorced","Sales","Unmarried","White","Female",0,0,30,"United-States","<=50K"
46,"Private",213408,"Some-college",10,"Divorced","Sales","Unmarried","White","Female",0,0,40,"Cuba","<=50K"
59,"Private",175689,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,14,"Cuba",">50K"
21,"Private",77759,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
51,"State-gov",77905,"Assoc-voc",11,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
20,"Private",211345,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,20,"United-States","<=50K"
50,"Private",150941,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","Black","Female",0,0,44,"United-States","<=50K"
21,"Private",227986,"HS-grad",9,"Never-married","Machine-op-inspct","Unmarried","White","Female",0,0,40,"United-States","<=50K"
36,"Private",137527,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
64,"Private",292639,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",10566,0,35,"United-States","<=50K"
55,"Private",156089,"Some-college",10,"Widowed","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
39,"Private",358837,"Some-college",10,"Never-married","Tech-support","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
23,"Federal-gov",350680,"Assoc-acdm",12,"Never-married","Exec-managerial","Own-child","White","Female",0,0,40,"Poland","<=50K"
18,"Private",182042,"11th",7,"Never-married","Other-service","Own-child","White","Female",0,0,19,"United-States","<=50K"
31,"Private",210008,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,40,"United-States","<=50K"
36,"State-gov",96468,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
24,"Private",177287,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,30,"United-States","<=50K"
35,"Private",225750,"Bachelors",13,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,32,"United-States","<=50K"
45,"Private",169092,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,0,55,"United-States","<=50K"
62,"Private",211035,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,30,"United-States",">50K"
50,"Local-gov",154779,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
55,"Self-emp-inc",257216,"Masters",14,"Widowed","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
46,"Private",167882,"HS-grad",9,"Divorced","Tech-support","Not-in-family","White","Female",0,0,43,"United-States","<=50K"
25,"Private",193820,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,1876,40,"United-States","<=50K"
47,"Private",217509,"HS-grad",9,"Widowed","Priv-house-serv","Not-in-family","Asian-Pac-Islander","Female",0,0,45,"Thailand","<=50K"
36,"Private",370156,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
44,"Self-emp-not-inc",208277,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,45,"United-States","<=50K"
40,"Private",337456,"HS-grad",9,"Divorced","Protective-serv","Unmarried","White","Female",0,0,40,"United-States","<=50K"
22,"Private",152744,"Some-college",10,"Never-married","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"Philippines","<=50K"
49,"State-gov",354529,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
55,"Self-emp-not-inc",205296,"Some-college",10,"Married-civ-spouse","Sales","Wife","White","Female",0,0,50,"United-States","<=50K"
40,"State-gov",199381,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",15024,0,37,"United-States",">50K"
32,"Self-emp-not-inc",56328,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,8,"United-States",">50K"
84,"Local-gov",163685,"HS-grad",9,"Widowed","Exec-managerial","Not-in-family","White","Female",0,0,33,"United-States","<=50K"
37,"Private",161111,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
47,"Private",166634,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"Germany","<=50K"
33,"Private",104509,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
38,"Private",115336,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,70,"United-States","<=50K"
17,"Local-gov",148194,"11th",7,"Never-married","Adm-clerical","Own-child","White","Female",0,0,12,"United-States","<=50K"
33,"Private",184833,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,35,"United-States","<=50K"
70,"Self-emp-not-inc",280639,"HS-grad",9,"Widowed","Other-service","Other-relative","White","Female",2329,0,20,"United-States","<=50K"
19,"Private",217769,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,15,"United-States","<=50K"
29,"Private",349154,"10th",6,"Separated","Farming-fishing","Unmarried","White","Female",0,0,40,"Guatemala","<=50K"
61,"Self-emp-not-inc",268797,"HS-grad",9,"Married-civ-spouse","Other-service","Wife","Black","Female",0,0,17,"United-States","<=50K"
48,"Private",202117,"11th",7,"Divorced","Other-service","Not-in-family","White","Female",0,0,34,"United-States","<=50K"
30,"Private",70377,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
39,"Local-gov",222572,"Masters",14,"Never-married","Prof-specialty","Unmarried","White","Female",0,0,43,"United-States","<=50K"
46,"Self-emp-inc",110702,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Female",2036,0,60,"United-States","<=50K"
27,"Local-gov",200492,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
25,"Private",193820,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States","<=50K"
33,"Private",101345,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,42,"Canada",">50K"
40,"Private",140559,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,25,"United-States","<=50K"
33,"Private",143582,"HS-grad",9,"Separated","Other-service","Unmarried","Asian-Pac-Islander","Female",0,0,48,"China","<=50K"
20,"Private",205895,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States","<=50K"
43,"Private",153160,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,40,"United-States","<=50K"
27,"State-gov",146243,"Some-college",10,"Separated","Other-service","Not-in-family","White","Female",0,0,30,"United-States","<=50K"
52,"Local-gov",192563,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
39,"Local-gov",98587,"Some-college",10,"Divorced","Prof-specialty","Own-child","White","Female",0,0,45,"United-States","<=50K"
47,"Private",145886,"Some-college",10,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
50,"Private",209464,"HS-grad",9,"Separated","Other-service","Unmarried","White","Female",0,0,35,"United-States","<=50K"
47,"Federal-gov",53498,"HS-grad",9,"Divorced","Other-service","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
37,"Private",277022,"HS-grad",9,"Never-married","Handlers-cleaners","Unmarried","White","Female",3887,0,40,"Nicaragua","<=50K"
46,"Federal-gov",119890,"Assoc-voc",11,"Separated","Tech-support","Not-in-family","Other","Female",0,0,30,"United-States","<=50K"
44,"Private",223308,"Masters",14,"Separated","Sales","Unmarried","White","Female",0,0,48,"United-States","<=50K"
47,"Self-emp-not-inc",119199,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"United-States",">50K"
56,"Private",174533,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Female",0,0,45,"United-States",">50K"
36,"Self-emp-not-inc",219611,"Bachelors",13,"Never-married","Sales","Not-in-family","Black","Female",2174,0,50,"United-States","<=50K"
73,"State-gov",74040,"7th-8th",4,"Divorced","Other-service","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States","<=50K"
22,"Private",211968,"Bachelors",13,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
49,"Local-gov",126446,"Some-college",10,"Never-married","Other-service","Unmarried","White","Female",0,0,30,"United-States","<=50K"
25,"Private",262885,"11th",7,"Never-married","Other-service","Unmarried","Black","Female",0,0,32,"United-States","<=50K"
24,"Private",227070,"10th",6,"Married-civ-spouse","Machine-op-inspct","Wife","White","Female",0,0,40,"United-States","<=50K"
34,"Private",136997,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,35,"United-States","<=50K"
43,"Private",197810,"Masters",14,"Divorced","Other-service","Unmarried","White","Female",0,0,40,"United-States","<=50K"
39,"Private",141802,"Some-college",10,"Divorced","Adm-clerical","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
19,"Private",201743,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,26,"United-States","<=50K"
17,"Private",156736,"10th",6,"Never-married","Sales","Unmarried","White","Female",0,0,12,"United-States","<=50K"
62,"Private",150693,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,42,"United-States","<=50K"
53,"Local-gov",233734,"Masters",14,"Divorced","Prof-specialty","Not-in-family","Black","Female",0,0,40,"United-States",">50K"
47,"Private",159550,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States","<=50K"
30,"Private",190823,"Some-college",10,"Never-married","Other-service","Own-child","Black","Female",0,0,40,"United-States","<=50K"
53,"Private",213378,"HS-grad",9,"Separated","Sales","Not-in-family","White","Female",0,0,33,"United-States","<=50K"
24,"Private",257500,"HS-grad",9,"Separated","Machine-op-inspct","Own-child","Black","Female",0,0,40,"United-States","<=50K"
58,"Local-gov",239405,"5th-6th",3,"Divorced","Other-service","Other-relative","Black","Female",0,0,40,"Haiti","<=50K"
63,"State-gov",109735,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,38,"United-States","<=50K"
43,"Local-gov",209899,"Masters",14,"Never-married","Tech-support","Not-in-family","Black","Female",8614,0,47,"United-States",">50K"
25,"Private",251854,"11th",7,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,40,"United-States","<=50K"
40,"Private",103474,"HS-grad",9,"Married-civ-spouse","Sales","Wife","White","Female",0,0,30,"United-States","<=50K"
38,"Private",22042,"Assoc-voc",11,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,39,"United-States","<=50K"
19,"Private",232368,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,35,"United-States","<=50K"
32,"Private",37380,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,38,"United-States","<=50K"
21,"Private",225890,"Some-college",10,"Never-married","Other-service","Other-relative","White","Female",0,0,30,"United-States","<=50K"
24,"State-gov",147147,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","Black","Female",0,0,20,"United-States","<=50K"
53,"Private",233780,"Assoc-voc",11,"Divorced","Adm-clerical","Not-in-family","Black","Female",2202,0,40,"United-States","<=50K"
34,"Local-gov",188682,"Bachelors",13,"Married-spouse-absent","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
41,"Private",277192,"5th-6th",3,"Married-civ-spouse","Farming-fishing","Wife","White","Female",0,0,40,"Mexico","<=50K"
21,"Private",314182,"HS-grad",9,"Never-married","Other-service","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
51,"Private",251487,"7th-8th",4,"Widowed","Machine-op-inspct","Not-in-family","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
30,"Private",177531,"HS-grad",9,"Never-married","Sales","Unmarried","Black","Female",0,0,25,"United-States","<=50K"
18,"Private",238401,"Some-college",10,"Never-married","Sales","Own-child","White","Female",0,0,25,"United-States","<=50K"
62,"Self-emp-not-inc",26911,"7th-8th",4,"Widowed","Other-service","Not-in-family","White","Female",0,0,66,"United-States","<=50K"
34,"Private",188900,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,40,"United-States","<=50K"
41,"Private",162189,"HS-grad",9,"Never-married","Machine-op-inspct","Own-child","White","Female",1831,0,40,"Peru","<=50K"
29,"Private",128509,"HS-grad",9,"Married-spouse-absent","Machine-op-inspct","Not-in-family","White","Female",0,0,38,"El-Salvador","<=50K"
23,"Private",143032,"Masters",14,"Never-married","Prof-specialty","Own-child","White","Female",0,0,36,"United-States","<=50K"
19,"Private",293928,"HS-grad",9,"Never-married","Adm-clerical","Own-child","White","Female",0,0,20,"United-States","<=50K"
37,"State-gov",191841,"Bachelors",13,"Never-married","Adm-clerical","Not-in-family","White","Female",8614,0,40,"United-States",">50K"
64,"Local-gov",202738,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"United-States","<=50K"
37,"Local-gov",144322,"Assoc-voc",11,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,43,"United-States","<=50K"
60,"Local-gov",113658,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,35,"United-States","<=50K"
26,"Private",247455,"Bachelors",13,"Married-civ-spouse","Sales","Wife","White","Female",5178,0,42,"United-States",">50K"
19,"Private",97215,"Some-college",10,"Separated","Sales","Unmarried","White","Female",0,0,25,"United-States","<=50K"
37,"Private",330826,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,30,"United-States","<=50K"
27,"Private",200802,"Some-college",10,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
45,"Private",363087,"HS-grad",9,"Separated","Machine-op-inspct","Unmarried","Black","Female",0,0,40,"United-States","<=50K"
20,"Private",334633,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
28,"Private",109162,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,50,"United-States","<=50K"
26,"State-gov",272986,"Assoc-acdm",12,"Never-married","Adm-clerical","Own-child","Black","Female",0,0,8,"United-States","<=50K"
46,"Private",82946,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
25,"Local-gov",58441,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
48,"Private",102938,"Bachelors",13,"Never-married","Other-service","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Vietnam","<=50K"
30,"Private",155659,"HS-grad",9,"Divorced","Other-service","Unmarried","White","Female",0,0,36,"United-States","<=50K"
24,"Private",585203,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Wife","White","Female",7688,0,45,"United-States",">50K"
47,"Local-gov",247676,"Masters",14,"Divorced","Prof-specialty","Unmarried","White","Female",5455,0,45,"United-States","<=50K"
49,"State-gov",155372,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
28,"Private",198813,"HS-grad",9,"Never-married","Handlers-cleaners","Own-child","Black","Female",0,0,40,"United-States","<=50K"
62,"Private",159908,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,0,38,"United-States",">50K"
69,"Private",102874,"HS-grad",9,"Widowed","Adm-clerical","Not-in-family","White","Female",0,0,24,"United-States","<=50K"
24,"Private",261561,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
29,"Private",81057,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,40,"United-States","<=50K"
19,"Private",29510,"Some-college",10,"Never-married","Other-service","Own-child","White","Female",0,0,20,"United-States","<=50K"
24,"Private",194604,"Bachelors",13,"Never-married","Sales","Own-child","White","Female",0,0,15,"United-States","<=50K"
38,"Private",255941,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Female",10520,0,50,"United-States",">50K"
44,"Local-gov",107845,"Assoc-acdm",12,"Divorced","Protective-serv","Not-in-family","White","Female",0,0,56,"United-States",">50K"
36,"Private",732569,"9th",5,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
46,"Private",35961,"Assoc-acdm",12,"Divorced","Sales","Not-in-family","White","Female",0,0,25,"Germany","<=50K"
43,"Private",181015,"HS-grad",9,"Divorced","Machine-op-inspct","Unmarried","White","Female",0,0,50,"United-States","<=50K"
36,"Private",218542,"Some-college",10,"Divorced","Craft-repair","Unmarried","White","Female",0,0,40,"United-States","<=50K"
78,"Private",111189,"7th-8th",4,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,35,"Dominican-Republic","<=50K"
39,"Private",168894,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
22,"Private",416165,"Some-college",10,"Never-married","Sales","Unmarried","White","Female",0,0,32,"United-States","<=50K"
36,"Private",41490,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States","<=50K"
42,"Private",250536,"Some-college",10,"Separated","Other-service","Unmarried","Black","Female",0,0,21,"Haiti","<=50K"
25,"Private",299765,"Some-college",10,"Separated","Adm-clerical","Other-relative","Black","Female",0,0,40,"Jamaica","<=50K"
51,"Private",125796,"Some-college",10,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,35,"Jamaica","<=50K"
40,"Private",145178,"Some-college",10,"Divorced","Craft-repair","Unmarried","Black","Female",0,0,30,"United-States","<=50K"
17,"Private",52967,"10th",6,"Never-married","Other-service","Own-child","White","Female",0,0,6,"United-States","<=50K"
18,"Private",177578,"HS-grad",9,"Never-married","Sales","Own-child","White","Female",0,0,38,"United-States","<=50K"
30,"Self-emp-inc",185384,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,25,"United-States","<=50K"
66,"Private",66008,"HS-grad",9,"Widowed","Priv-house-serv","Not-in-family","White","Female",0,0,50,"England","<=50K"
24,"Private",509629,"HS-grad",9,"Never-married","Other-service","Own-child","White","Female",0,0,25,"United-States","<=50K"
44,"Local-gov",83286,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
67,"Private",222899,"Assoc-voc",11,"Divorced","Prof-specialty","Unmarried","White","Female",0,0,40,"United-States","<=50K"
25,"Private",57635,"Assoc-voc",11,"Married-civ-spouse","Sales","Wife","White","Female",0,0,42,"United-States",">50K"
63,"Private",28334,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,40,"United-States",">50K"
38,"Local-gov",84570,"Some-college",10,"Never-married","Adm-clerical","Own-child","Amer-Indian-Eskimo","Female",0,0,40,"United-States","<=50K"
51,"Local-gov",117496,"Masters",14,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",">50K"
29,"Private",193125,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States","<=50K"
30,"Private",103649,"Some-college",10,"Never-married","Other-service","Own-child","Black","Female",0,0,40,"United-States","<=50K"
29,"Private",197932,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Wife","White","Female",0,0,40,"Mexico",">50K"
