date,variable,value,value01
01/10/1976,pop,218644,0.163143033
01/11/1976,pop,218834,0.164698179
01/12/1976,pop,219006,0.166105995
01/01/1977,pop,219179,0.167521997
01/02/1977,pop,219344,0.168872519
01/03/1977,pop,219504,0.170182116
01/04/1977,pop,219684,0.171655412
01/05/1977,pop,219859,0.173087784
01/06/1977,pop,220046,0.174618375
01/07/1977,pop,220239,0.176198077
01/08/1977,pop,220458,0.177990587
01/09/1977,pop,220688,0.179873133
01/10/1977,pop,220904,0.181641089
01/11/1977,pop,221109,0.18331901
01/12/1977,pop,221303,0.184906896
01/01/1978,pop,221477,0.186331082
01/02/1978,pop,221629,0.1875752
01/03/1978,pop,221792,0.188909351
01/04/1978,pop,221991,0.190538162
01/05/1978,pop,222176,0.192052384
01/06/1978,pop,222379,0.193713935
01/07/1978,pop,222585,0.195400041
01/08/1978,pop,222805,0.197200737
01/09/1978,pop,223053,0.199230612
01/10/1978,pop,223271,0.201014938
01/11/1978,pop,223477,0.202701044
01/12/1978,pop,223670,0.204280745
01/01/1979,pop,223865,0.205876816
01/02/1979,pop,224053,0.207415592
01/03/1979,pop,224235,0.208905259
01/04/1979,pop,224438,0.21056681
01/05/1979,pop,224632,0.212154696
01/06/1979,pop,224843,0.213881727
01/07/1979,pop,225055,0.215616943
01/08/1979,pop,225295,0.217581338
01/09/1979,pop,225547,0.219643953
01/10/1979,pop,225801,0.221722938
01/11/1979,pop,226027,0.223572744
01/12/1979,pop,226243,0.2253407
01/01/1980,pop,226451,0.227043176
01/02/1980,pop,226656,0.228721097
01/03/1980,pop,226849,0.230300798
01/04/1980,pop,227061,0.232036014
01/05/1980,pop,227251,0.23359116
01/06/1980,pop,227522,0.23580929
01/07/1980,pop,227726,0.237479026
01/08/1980,pop,227953,0.239337017
01/09/1980,pop,228186,0.241244117
01/10/1980,pop,228417,0.243134848
01/11/1980,pop,228612,0.244730919
01/12/1980,pop,228779,0.246097811
01/01/1981,pop,228937,0.247391037
01/02/1981,pop,229071,0.248487825
01/03/1981,pop,229224,0.249740127
01/04/1981,pop,229403,0.251205238
01/05/1981,pop,229575,0.252613055
01/06/1981,pop,229761,0.254135461
01/07/1981,pop,229966,0.255813382
01/08/1981,pop,230187,0.257622263
01/09/1981,pop,230412,0.259463884
01/10/1981,pop,230641,0.261338244
01/11/1981,pop,230822,0.262819726
01/12/1981,pop,230989,0.264186618
01/01/1982,pop,231157,0.265561694
01/02/1982,pop,231313,0.266838551
01/03/1982,pop,231470,0.268123593
01/04/1982,pop,231645,0.269555965
01/05/1982,pop,231809,0.270898302
01/06/1982,pop,231992,0.272396153
01/07/1982,pop,232188,0.274000409
01/08/1982,pop,232392,0.275670145
01/09/1982,pop,232599,0.277364436
01/10/1982,pop,232816,0.279140577
01/11/1982,pop,232993,0.280589319
01/12/1982,pop,233160,0.28195621
01/01/1983,pop,233322,0.283282177
01/02/1983,pop,233473,0.284518109
01/03/1983,pop,233613,0.285664007
01/04/1983,pop,233781,0.287039083
01/05/1983,pop,233922,0.288193166
01/06/1983,pop,234118,0.289797422
01/07/1983,pop,234307,0.291344383
01/08/1983,pop,234501,0.292932269
01/09/1983,pop,234701,0.294569265
01/10/1983,pop,234907,0.296255371
01/11/1983,pop,235078,0.297655003
01/12/1983,pop,235235,0.298940045
01/01/1984,pop,235385,0.300167792
01/02/1984,pop,235527,0.301330059
01/03/1984,pop,235675,0.302541436
01/04/1984,pop,235839,0.303883773
01/05/1984,pop,235993,0.30514426
01/06/1984,pop,236160,0.306511152
01/07/1984,pop,236348,0.308049928
01/08/1984,pop,236549,0.309695109
01/09/1984,pop,236760,0.31142214
01/10/1984,pop,236976,0.313190096
01/11/1984,pop,237159,0.314687948
01/12/1984,pop,237316,0.31597299
01/01/1985,pop,237468,0.317217107
01/02/1985,pop,237602,0.318313894
01/03/1985,pop,237732,0.319377941
01/04/1985,pop,237900,0.320753018
01/05/1985,pop,238074,0.322177205
01/06/1985,pop,238270,0.323781461
01/07/1985,pop,238466,0.325385717
01/08/1985,pop,238679,0.327129118
01/09/1985,pop,238898,0.328921629
01/10/1985,pop,239113,0.3306814
01/11/1985,pop,239307,0.332269286
01/12/1985,pop,239477,0.333660733
01/01/1986,pop,239638,0.334978514
01/02/1986,pop,239788,0.336206262
01/03/1986,pop,239928,0.337352159
01/04/1986,pop,240094,0.338710866
01/05/1986,pop,240271,0.340159607
01/06/1986,pop,240459,0.341698383
01/07/1986,pop,240651,0.3432699
01/08/1986,pop,240854,0.344931451
01/09/1986,pop,241068,0.346683037
01/10/1986,pop,241274,0.348369143
01/11/1986,pop,241467,0.349948844
01/12/1986,pop,241620,0.351201146
01/01/1987,pop,241784,0.352543483
01/02/1987,pop,241930,0.35373849
01/03/1987,pop,242079,0.354958052
01/04/1987,pop,242252,0.356374054
01/05/1987,pop,242423,0.357773685
01/06/1987,pop,242608,0.359287907
01/07/1987,pop,242804,0.360892163
01/08/1987,pop,243012,0.362594639
01/09/1987,pop,243223,0.36432167
01/10/1987,pop,243446,0.36614692
01/11/1987,pop,243639,0.367726622
01/12/1987,pop,243809,0.369118068
01/01/1988,pop,243981,0.370525885
01/02/1988,pop,244131,0.371753632
01/03/1988,pop,244279,0.372965009
01/04/1988,pop,244445,0.374323716
01/05/1988,pop,244610,0.375674238
01/06/1988,pop,244806,0.377278494
01/07/1988,pop,245021,0.379038265
01/08/1988,pop,245240,0.380830776
01/09/1988,pop,245464,0.382664211
01/10/1988,pop,245693,0.384538572
01/11/1988,pop,245884,0.386101903
01/12/1988,pop,246056,0.38750972
01/01/1989,pop,246224,0.388884796
01/02/1989,pop,246378,0.390145283
01/03/1989,pop,246530,0.3913894
01/04/1989,pop,246721,0.392952732
01/05/1989,pop,246906,0.394466953
01/06/1989,pop,247114,0.396169429
01/07/1989,pop,247342,0.398035605
01/08/1989,pop,247573,0.399926335
01/09/1989,pop,247816,0.401915285
01/10/1989,pop,248067,0.403969716
01/11/1989,pop,248281,0.405721301
01/12/1989,pop,248479,0.407341928
01/01/1990,pop,248659,0.408815224
01/02/1990,pop,248827,0.410190301
01/03/1990,pop,249012,0.411704522
01/04/1990,pop,249306,0.414110906
01/05/1990,pop,249565,0.416230816
01/06/1990,pop,249849,0.418555351
01/07/1990,pop,250132,0.4208717
01/08/1990,pop,250439,0.423384489
01/09/1990,pop,250751,0.425938203
01/10/1990,pop,251057,0.428442807
01/11/1990,pop,251346,0.430808267
01/12/1990,pop,251626,0.433100061
01/01/1991,pop,251889,0.435252711
01/02/1991,pop,252135,0.437266216
01/03/1991,pop,252372,0.439206057
01/04/1991,pop,252643,0.441424187
01/05/1991,pop,252913,0.443634131
01/06/1991,pop,253207,0.446040516
01/07/1991,pop,253493,0.44838142
01/08/1991,pop,253807,0.450951504
01/09/1991,pop,254126,0.453562513
01/10/1991,pop,254435,0.456091672
01/11/1991,pop,254718,0.458408021
01/12/1991,pop,254964,0.460421526
01/01/1992,pop,255214,0.462467772
01/02/1992,pop,255448,0.464383057
01/03/1992,pop,255703,0.466470227
01/04/1992,pop,255992,0.468835687
01/05/1992,pop,256285,0.471233886
01/06/1992,pop,256589,0.47372212
01/07/1992,pop,256894,0.476218539
01/08/1992,pop,257232,0.478985062
01/09/1992,pop,257548,0.481571516
01/10/1992,pop,257861,0.484133415
01/11/1992,pop,258147,0.48647432
01/12/1992,pop,258413,0.488651524
01/01/1993,pop,258679,0.490828729
01/02/1993,pop,258919,0.492793125
01/03/1993,pop,259152,0.494700225
01/04/1993,pop,259414,0.49684469
01/05/1993,pop,259680,0.499021895
01/06/1993,pop,259963,0.501338244
01/07/1993,pop,260255,0.503728259
01/08/1993,pop,260566,0.506273788
01/09/1993,pop,260867,0.508737467
01/10/1993,pop,261163,0.511160221
01/11/1993,pop,261425,0.513304686
01/12/1993,pop,261674,0.515342746
01/01/1994,pop,261919,0.517348066
01/02/1994,pop,262123,0.519017802
01/03/1994,pop,262352,0.520892163
01/04/1994,pop,262631,0.523175772
01/05/1994,pop,262877,0.525189278
01/06/1994,pop,263152,0.527440147
01/07/1994,pop,263436,0.529764682
01/08/1994,pop,263724,0.532121956
01/09/1994,pop,264017,0.534520156
01/10/1994,pop,264301,0.53684469
01/11/1994,pop,264559,0.538956415
01/12/1994,pop,264804,0.540961735
01/01/1995,pop,265044,0.542926131
01/02/1995,pop,265270,0.544775936
01/03/1995,pop,265495,0.546617557
01/04/1995,pop,265755,0.548745652
01/05/1995,pop,265998,0.550734602
01/06/1995,pop,266270,0.552960917
01/07/1995,pop,266557,0.555310006
01/08/1995,pop,266843,0.557650911
01/09/1995,pop,267152,0.56018007
01/10/1995,pop,267456,0.562668304
01/11/1995,pop,267715,0.564788214
01/12/1995,pop,267943,0.566654389
01/01/1996,pop,268151,0.568356865
01/02/1996,pop,268364,0.570100266
01/03/1996,pop,268595,0.571990997
01/04/1996,pop,268853,0.574102722
01/05/1996,pop,269108,0.576189892
01/06/1996,pop,269386,0.578465316
01/07/1996,pop,269667,0.580765296
01/08/1996,pop,269976,0.583294455
01/09/1996,pop,270284,0.585815429
01/10/1996,pop,270581,0.588246368
01/11/1996,pop,270878,0.590677307
01/12/1996,pop,271125,0.592698997
01/01/1997,pop,271360,0.594622468
01/02/1997,pop,271585,0.596464088
01/03/1997,pop,271821,0.598395744
01/04/1997,pop,272083,0.600540209
01/05/1997,pop,272342,0.602660119
01/06/1997,pop,272622,0.604951913
01/07/1997,pop,272912,0.607325558
01/08/1997,pop,273237,0.609985676
01/09/1997,pop,273553,0.61257213
01/10/1997,pop,273852,0.615019439
01/11/1997,pop,274126,0.617262124
01/12/1997,pop,274372,0.619275629
01/01/1998,pop,274626,0.621354614
01/02/1998,pop,274838,0.62308983
01/03/1998,pop,275047,0.624800491
01/04/1998,pop,275304,0.626904031
01/05/1998,pop,275564,0.629032126
01/06/1998,pop,275836,0.631258441
01/07/1998,pop,276115,0.63354205
01/08/1998,pop,276418,0.636022099
01/09/1998,pop,276714,0.638444854
01/10/1998,pop,277003,0.640810313
01/11/1998,pop,277277,0.643052998
01/12/1998,pop,277526,0.645091058
01/01/1999,pop,277790,0.647251893
01/02/1999,pop,277992,0.648905259
01/03/1999,pop,278198,0.650591365
01/04/1999,pop,278451,0.652662165
01/05/1999,pop,278717,0.65483937
01/06/1999,pop,279001,0.657163904
01/07/1999,pop,279295,0.659570289
01/08/1999,pop,279602,0.662083078
01/09/1999,pop,279903,0.664546757
01/10/1999,pop,280203,0.667002251
01/11/1999,pop,280471,0.669195826
01/12/1999,pop,280716,0.671201146
01/01/2000,pop,280976,0.673329241
01/02/2000,pop,281190,0.675080827
01/03/2000,pop,281409,0.676873337
01/04/2000,pop,281653,0.678870473
01/05/2000,pop,281877,0.680703908
01/06/2000,pop,282126,0.682741968
01/07/2000,pop,282385,0.684861878
01/08/2000,pop,282653,0.687055453
01/09/2000,pop,282932,0.689339063
01/10/2000,pop,283201,0.691540823
01/11/2000,pop,283453,0.693603438
01/12/2000,pop,283696,0.695592388
01/01/2001,pop,283920,0.697425824
01/02/2001,pop,284137,0.699201964
01/03/2001,pop,284350,0.700945365
01/04/2001,pop,284581,0.702836096
01/05/2001,pop,284810,0.704710456
01/06/2001,pop,285062,0.706773071
01/07/2001,pop,285309,0.708794762
01/08/2001,pop,285570,0.710931042
01/09/2001,pop,285843,0.713165541
01/10/2001,pop,286098,0.715252711
01/11/2001,pop,286341,0.717241662
01/12/2001,pop,286570,0.719116022
01/01/2002,pop,286788,0.720900348
01/02/2002,pop,286994,0.722586454
01/03/2002,pop,287190,0.72419071
01/04/2002,pop,287397,0.725885001
01/05/2002,pop,287623,0.727734807
01/06/2002,pop,287864,0.729707387
01/07/2002,pop,288105,0.731679967
01/08/2002,pop,288360,0.733767137
01/09/2002,pop,288618,0.735878862
01/10/2002,pop,288870,0.737941477
01/11/2002,pop,289106,0.739873133
01/12/2002,pop,289313,0.741567424
01/01/2003,pop,289518,0.743245345
01/02/2003,pop,289714,0.744849601
01/03/2003,pop,289911,0.746462042
01/04/2003,pop,290125,0.748213628
01/05/2003,pop,290346,0.750022509
01/06/2003,pop,290584,0.751970534
01/07/2003,pop,290820,0.753902189
01/08/2003,pop,291072,0.755964805
01/09/2003,pop,291321,0.758002865
01/10/2003,pop,291574,0.760073665
01/11/2003,pop,291807,0.761980765
01/12/2003,pop,292008,0.763625946
01/01/2004,pop,292192,0.765131983
01/02/2004,pop,292368,0.766572539
01/03/2004,pop,292561,0.768152241
01/04/2004,pop,292779,0.769936566
01/05/2004,pop,292997,0.771720892
01/06/2004,pop,293223,0.773570698
01/07/2004,pop,293463,0.775535093
01/08/2004,pop,293719,0.777630448
01/09/2004,pop,293971,0.779693063
01/10/2004,pop,294230,0.781812973
01/11/2004,pop,294466,0.783744629
01/12/2004,pop,294694,0.785610804
01/01/2005,pop,294914,0.7874115
01/02/2005,pop,295105,0.788974831
01/03/2005,pop,295287,0.790464498
01/04/2005,pop,295490,0.792126049
01/05/2005,pop,295704,0.793877635
01/06/2005,pop,295936,0.79577655
01/07/2005,pop,296186,0.797822795
01/08/2005,pop,296440,0.79990178
01/09/2005,pop,296707,0.80208717
01/10/2005,pop,296972,0.80425619
01/11/2005,pop,297207,0.80617966
01/12/2005,pop,297431,0.808013096
01/01/2006,pop,297647,0.809781052
01/02/2006,pop,297854,0.811475343
01/03/2006,pop,298060,0.813161449
01/04/2006,pop,298281,0.814970329
01/05/2006,pop,298496,0.8167301
01/06/2006,pop,298739,0.818719051
01/07/2006,pop,298996,0.820822591
01/08/2006,pop,299263,0.82300798
01/09/2006,pop,299554,0.82538981
01/10/2006,pop,299835,0.827689789
01/11/2006,pop,300094,0.829809699
01/12/2006,pop,300340,0.831823204
01/01/2007,pop,300574,0.83373849
01/02/2007,pop,300802,0.835604665
01/03/2007,pop,301021,0.837397176
01/04/2007,pop,301254,0.839304277
01/05/2007,pop,301483,0.841178637
01/06/2007,pop,301739,0.843273992
01/07/2007,pop,302004,0.845443012
01/08/2007,pop,302267,0.847595662
01/09/2007,pop,302546,0.849879272
01/10/2007,pop,302807,0.852015551
01/11/2007,pop,303054,0.854037242
01/12/2007,pop,303287,0.855944342
01/01/2008,pop,303506,0.857736853
01/02/2008,pop,303711,0.859414774
01/03/2008,pop,303907,0.86101903
01/04/2008,pop,304117,0.862737876
01/05/2008,pop,304323,0.864423982
01/06/2008,pop,304556,0.866331082
01/07/2008,pop,304798,0.868311848
01/08/2008,pop,305045,0.870333538
01/09/2008,pop,305309,0.872494373
01/10/2008,pop,305554,0.874499693
01/11/2008,pop,305786,0.876398609
01/12/2008,pop,306004,0.878182934
01/01/2009,pop,306208,0.87985267
01/02/2009,pop,306402,0.881440557
01/03/2009,pop,306588,0.882962963
01/04/2009,pop,306787,0.884591774
01/05/2009,pop,306984,0.886204215
01/06/2009,pop,307206,0.888021281
01/07/2009,pop,307439,0.889928381
01/08/2009,pop,307685,0.891941887
01/09/2009,pop,307946,0.894078167
01/10/2009,pop,308189,0.896067117
01/11/2009,pop,308418,0.897941477
01/12/2009,pop,308633,0.899701248
01/01/2010,pop,308833,0.901338244
01/02/2010,pop,309027,0.902926131
01/03/2010,pop,309212,0.904440352
01/04/2010,pop,309191,0.904268467
01/05/2010,pop,309376,0.905782689
01/06/2010,pop,309562,0.907305095
01/07/2010,pop,309767,0.908983016
01/08/2010,pop,309989,0.910800082
01/09/2010,pop,310218,0.912674442
01/10/2010,pop,310451,0.914581543
01/11/2010,pop,310657,0.916267649
01/12/2010,pop,310853,0.917871905
01/01/2011,pop,311042,0.919418866
01/02/2011,pop,311205,0.920753018
01/03/2011,pop,311367,0.922078985
01/04/2011,pop,311548,0.923560467
01/05/2011,pop,311729,0.925041948
01/06/2011,pop,311923,0.926629834
01/07/2011,pop,312139,0.92839779
01/08/2011,pop,312355,0.930165746
01/09/2011,pop,312587,0.932064661
01/10/2011,pop,312810,0.933889912
01/11/2011,pop,313003,0.935469613
01/12/2011,pop,313191,0.93700839
01/01/2012,pop,313373,0.938498056
01/02/2012,pop,313537,0.939840393
01/03/2012,pop,313705,0.94121547
01/04/2012,pop,313881,0.942656026
01/05/2012,pop,314052,0.944055658
01/06/2012,pop,314247,0.945651729
01/07/2012,pop,314449,0.947305095
01/08/2012,pop,314673,0.949138531
01/09/2012,pop,314909,0.951070186
01/10/2012,pop,315129,0.952870882
01/11/2012,pop,315341,0.954606098
01/12/2012,pop,315532,0.956169429
01/01/2013,pop,315701,0.957552691
01/02/2013,pop,315869,0.958927768
01/03/2013,pop,316041,0.960335584
01/04/2013,pop,316220,0.961800696
01/05/2013,pop,316395,0.963233067
01/06/2013,pop,316594,0.964861878
01/07/2013,pop,316799,0.966539799
01/08/2013,pop,317019,0.968340495
01/09/2013,pop,317253,0.970255781
01/10/2013,pop,317470,0.972031921
01/11/2013,pop,317679,0.973742582
01/12/2013,pop,317867,0.975281359
01/01/2014,pop,318032,0.97663188
01/02/2014,pop,318200,0.978006957
01/03/2014,pop,318373,0.979422959
01/04/2014,pop,318552,0.98088807
01/05/2014,pop,318728,0.982328627
01/06/2014,pop,318927,0.983957438
01/07/2014,pop,319133,0.985643544
01/08/2014,pop,319354,0.987452425
01/09/2014,pop,319588,0.98936771
01/10/2014,pop,319804,0.991135666
01/11/2014,pop,320013,0.992846327
01/12/2014,pop,320201,0.994385103
01/01/2015,pop,320367,0.99574381
01/02/2015,pop,320534,0.997110702
01/03/2015,pop,320707,0.998526703
01/04/2015,pop,320887,1
01/07/1967,psavert,12.5,0.701986755
01/08/1967,psavert,12.5,0.701986755
01/09/1967,psavert,11.7,0.649006623
01/10/1967,psavert,12.5,0.701986755
01/11/1967,psavert,12.5,0.701986755
01/12/1967,psavert,12.1,0.675496689
01/01/1968,psavert,11.7,0.649006623
01/02/1968,psavert,12.2,0.682119205
01/03/1968,psavert,11.6,0.642384106
01/04/1968,psavert,12.2,0.682119205
01/05/1968,psavert,12,0.668874172
01/06/1968,psavert,11.6,0.642384106
01/07/1968,psavert,10.6,0.57615894
01/08/1968,psavert,10.4,0.562913907
01/09/1968,psavert,10.4,0.562913907
01/10/1968,psavert,10.6,0.57615894
01/11/1968,psavert,10.4,0.562913907
01/12/1968,psavert,10.9,0.59602649
01/01/1969,psavert,10,0.536423841
01/02/1969,psavert,9.4,0.496688742
01/03/1969,psavert,9.9,0.529801325
01/04/1969,psavert,9.5,0.503311258
01/05/1969,psavert,10,0.536423841
01/06/1969,psavert,10.9,0.59602649
01/07/1969,psavert,11.7,0.649006623
01/08/1969,psavert,11.5,0.635761589
01/09/1969,psavert,11.5,0.635761589
01/10/1969,psavert,11.3,0.622516556
01/11/1969,psavert,11.5,0.635761589
01/12/1969,psavert,11.7,0.649006623
01/01/1970,psavert,11.7,0.649006623
01/02/1970,psavert,11.6,0.642384106
01/03/1970,psavert,12.3,0.688741722
01/04/1970,psavert,13.3,0.754966887
01/05/1970,psavert,12.3,0.688741722
01/06/1970,psavert,11.7,0.649006623
01/07/1970,psavert,13.2,0.748344371
01/08/1970,psavert,13.1,0.741721854
01/09/1970,psavert,12.9,0.728476821
01/10/1970,psavert,13,0.735099338
01/11/1970,psavert,13.3,0.754966887
01/12/1970,psavert,12.9,0.728476821
01/01/1971,psavert,13.1,0.741721854
01/02/1971,psavert,13.1,0.741721854
01/03/1971,psavert,13.3,0.754966887
01/04/1971,psavert,13,0.735099338
01/05/1971,psavert,13.4,0.761589404
01/06/1971,psavert,14.4,0.82781457
01/07/1971,psavert,13.6,0.774834437
01/08/1971,psavert,13.6,0.774834437
01/09/1971,psavert,12.9,0.728476821
01/10/1971,psavert,13,0.735099338
01/11/1971,psavert,12.8,0.721854305
01/12/1971,psavert,12.9,0.728476821
01/01/1972,psavert,12.4,0.695364238
01/02/1972,psavert,12.6,0.708609272
01/03/1972,psavert,11.5,0.635761589
01/04/1972,psavert,11.3,0.622516556
01/05/1972,psavert,11.5,0.635761589
01/06/1972,psavert,11.4,0.629139073
01/07/1972,psavert,11.4,0.629139073
01/08/1972,psavert,11.8,0.655629139
01/09/1972,psavert,12,0.668874172
01/10/1972,psavert,12.7,0.715231788
01/11/1972,psavert,13.4,0.761589404
01/12/1972,psavert,13.4,0.761589404
01/01/1973,psavert,12.1,0.675496689
01/02/1973,psavert,12.2,0.682119205
01/03/1973,psavert,12.4,0.695364238
01/04/1973,psavert,12.8,0.721854305
01/05/1973,psavert,12.8,0.721854305
01/06/1973,psavert,13.2,0.748344371
01/07/1973,psavert,12.8,0.721854305
01/08/1973,psavert,13.6,0.774834437
01/09/1973,psavert,12.8,0.721854305
01/10/1973,psavert,14,0.801324503
01/11/1973,psavert,14,0.801324503
01/12/1973,psavert,14.4,0.82781457
01/01/1974,psavert,14,0.801324503
01/02/1974,psavert,13.8,0.78807947
01/03/1974,psavert,13,0.735099338
01/04/1974,psavert,12.7,0.715231788
01/05/1974,psavert,12.3,0.688741722
01/06/1974,psavert,12.5,0.701986755
01/07/1974,psavert,12.7,0.715231788
01/08/1974,psavert,11.6,0.642384106
01/09/1974,psavert,12.3,0.688741722
01/10/1974,psavert,13,0.735099338
01/11/1974,psavert,13.4,0.761589404
01/12/1974,psavert,13.6,0.774834437
01/01/1975,psavert,12.8,0.721854305
01/02/1975,psavert,12.1,0.675496689
01/03/1975,psavert,12.3,0.688741722
01/04/1975,psavert,13.9,0.794701987
01/05/1975,psavert,17,1
01/06/1975,psavert,13.9,0.794701987
01/07/1975,psavert,12.3,0.688741722
01/08/1975,psavert,12.6,0.708609272
01/09/1975,psavert,12.6,0.708609272
01/10/1975,psavert,13,0.735099338
01/11/1975,psavert,12.3,0.688741722
01/12/1975,psavert,11.5,0.635761589
01/01/1976,psavert,11.3,0.622516556
01/02/1976,psavert,11.9,0.662251656
01/03/1976,psavert,11.8,0.655629139
01/04/1976,psavert,11.2,0.61589404
01/05/1976,psavert,11.8,0.655629139
01/06/1976,psavert,10.9,0.59602649
01/07/1976,psavert,11.2,0.61589404
01/08/1976,psavert,11.2,0.61589404
01/09/1976,psavert,10.8,0.589403974
01/10/1976,psavert,10.6,0.57615894
01/11/1976,psavert,10.9,0.59602649
01/12/1976,psavert,9.9,0.529801325
01/01/1977,psavert,9.8,0.523178808
01/02/1977,psavert,8.5,0.437086093
01/03/1977,psavert,9.8,0.523178808
01/04/1977,psavert,9.9,0.529801325
01/05/1977,psavert,9.8,0.523178808
01/06/1977,psavert,10.2,0.549668874
01/07/1977,psavert,10.1,0.543046358
01/08/1977,psavert,10.5,0.569536424
01/09/1977,psavert,10.7,0.582781457
01/10/1977,psavert,10.7,0.582781457
01/11/1977,psavert,10.8,0.589403974
01/12/1977,psavert,11,0.602649007
01/01/1978,psavert,11.4,0.629139073
01/02/1978,psavert,10.7,0.582781457
01/03/1978,psavert,10.5,0.569536424
01/04/1978,psavert,10.3,0.556291391
01/05/1978,psavert,9.8,0.523178808
01/06/1978,psavert,9.5,0.503311258
01/07/1978,psavert,10.3,0.556291391
01/08/1978,psavert,9.9,0.529801325
01/09/1978,psavert,10,0.536423841
01/10/1978,psavert,10.2,0.549668874
01/11/1978,psavert,10,0.536423841
01/12/1978,psavert,10,0.536423841
01/01/1979,psavert,10.6,0.57615894
01/02/1979,psavert,10.5,0.569536424
01/03/1979,psavert,10.7,0.582781457
01/04/1979,psavert,10.4,0.562913907
01/05/1979,psavert,9.8,0.523178808
01/06/1979,psavert,9.3,0.490066225
01/07/1979,psavert,10,0.536423841
01/08/1979,psavert,9.2,0.483443709
01/09/1979,psavert,8.9,0.463576159
01/10/1979,psavert,9.3,0.490066225
01/11/1979,psavert,9.4,0.496688742
01/12/1979,psavert,9.8,0.523178808
01/01/1980,psavert,9.6,0.509933775
01/02/1980,psavert,9.8,0.523178808
01/03/1980,psavert,9.8,0.523178808
01/04/1980,psavert,10.5,0.569536424
01/05/1980,psavert,10.6,0.57615894
01/06/1980,psavert,10.4,0.562913907
01/07/1980,psavert,10.5,0.569536424
01/08/1980,psavert,10.6,0.57615894
01/09/1980,psavert,11.1,0.609271523
01/10/1980,psavert,11,0.602649007
01/11/1980,psavert,11.5,0.635761589
01/12/1980,psavert,11.2,0.61589404
01/01/1981,psavert,10.5,0.569536424
01/02/1981,psavert,10.4,0.562913907
01/03/1981,psavert,10.3,0.556291391
01/04/1981,psavert,10.3,0.556291391
01/05/1981,psavert,10.4,0.562913907
01/06/1981,psavert,10.2,0.549668874
01/07/1981,psavert,11.7,0.649006623
01/08/1981,psavert,11.4,0.629139073
01/09/1981,psavert,11.9,0.662251656
01/10/1981,psavert,12.5,0.701986755
01/11/1981,psavert,12.7,0.715231788
01/12/1981,psavert,12,0.668874172
01/01/1982,psavert,12.2,0.682119205
01/02/1982,psavert,11.6,0.642384106
01/03/1982,psavert,11.7,0.649006623
01/04/1982,psavert,12.4,0.695364238
01/05/1982,psavert,11.7,0.649006623
01/06/1982,psavert,11.6,0.642384106
01/07/1982,psavert,12,0.668874172
01/08/1982,psavert,11.9,0.662251656
01/09/1982,psavert,11.1,0.609271523
01/10/1982,psavert,10.7,0.582781457
01/11/1982,psavert,10.3,0.556291391
01/12/1982,psavert,10.3,0.556291391
01/01/1983,psavert,10.4,0.562913907
01/02/1983,psavert,10.5,0.569536424
01/03/1983,psavert,10,0.536423841
01/04/1983,psavert,9.6,0.509933775
01/05/1983,psavert,9.4,0.496688742
01/06/1983,psavert,8.5,0.437086093
01/07/1983,psavert,9,0.470198675
01/08/1983,psavert,8.7,0.450331126
01/09/1983,psavert,9,0.470198675
01/10/1983,psavert,9.1,0.476821192
01/11/1983,psavert,9.7,0.516556291
01/12/1983,psavert,9.5,0.503311258
01/01/1984,psavert,9.4,0.496688742
01/02/1984,psavert,11.1,0.609271523
01/03/1984,psavert,10.9,0.59602649
01/04/1984,psavert,10.9,0.59602649
01/05/1984,psavert,10.5,0.569536424
01/06/1984,psavert,10.5,0.569536424
01/07/1984,psavert,11,0.602649007
01/08/1984,psavert,11.2,0.61589404
01/09/1984,psavert,11.2,0.61589404
01/10/1984,psavert,11.2,0.61589404
01/11/1984,psavert,10.3,0.556291391
01/12/1984,psavert,10.6,0.57615894
01/01/1985,psavert,9.7,0.516556291
01/02/1985,psavert,8.5,0.437086093
01/03/1985,psavert,8.1,0.410596026
01/04/1985,psavert,9.4,0.496688742
01/05/1985,psavert,10.5,0.569536424
01/06/1985,psavert,9,0.470198675
01/07/1985,psavert,8.5,0.437086093
01/08/1985,psavert,7.5,0.370860927
01/09/1985,psavert,6.7,0.317880795
01/10/1985,psavert,8.5,0.437086093
01/11/1985,psavert,8.4,0.430463576
01/12/1985,psavert,8,0.40397351
01/01/1986,psavert,8,0.40397351
01/02/1986,psavert,8.7,0.450331126
01/03/1986,psavert,9.3,0.490066225
01/04/1986,psavert,9.1,0.476821192
01/05/1986,psavert,8.6,0.443708609
01/06/1986,psavert,8.8,0.456953642
01/07/1986,psavert,8.7,0.450331126
01/08/1986,psavert,8.4,0.430463576
01/09/1986,psavert,6.6,0.311258278
01/10/1986,psavert,7.8,0.390728477
01/11/1986,psavert,8.2,0.417218543
01/12/1986,psavert,6.4,0.298013245
01/01/1987,psavert,9.1,0.476821192
01/02/1987,psavert,7.9,0.397350993
01/03/1987,psavert,7.9,0.397350993
01/04/1987,psavert,3.8,0.125827815
01/05/1987,psavert,7.5,0.370860927
01/06/1987,psavert,7,0.337748344
01/07/1987,psavert,6.8,0.324503311
01/08/1987,psavert,6.5,0.304635762
01/09/1987,psavert,7,0.337748344
01/10/1987,psavert,7.6,0.377483444
01/11/1987,psavert,7.9,0.397350993
01/12/1987,psavert,8,0.40397351
01/01/1988,psavert,7.5,0.370860927
01/02/1988,psavert,7.9,0.397350993
01/03/1988,psavert,7.5,0.370860927
01/04/1988,psavert,8.1,0.410596026
