"CustomerKey","WebActivity","Sentiment Analysis","MaritalStatus","Gender","EstimatedYearlyIncome","NumberOfContracts","Age","Target","Available401K","CustomerValueSegment","ChurnScore","CallActivity","Products"
20918,2,2,"M","M",30000,2,45,0,1,3,0.0,3,"P+B Investment"
20919,2,2,"S","F",30000,2,46,0,0,3,0.0,2,"P+B Investment"
20920,2,2,"S","F",30000,2,46,0,1,3,0.0,2,"P+B Investment"
20921,0,1,"M","F",40000,0,45,1,1,3,0.0,2,"Private Investment"
20922,0,1,"M","M",40000,0,46,1,1,3,0.0,3,"Private Investment"
20923,0,1,"M","F",40000,0,46,1,1,3,0.0,3,"Private Investment"
20924,0,0,"S","M",20000,1,32,0,1,3,0.2,3,"Gold Investment"
20925,4,4,"S","F",20000,2,31,0,1,3,0.0,1,"Gold Investment"
20926,4,4,"S","M",20000,3,31,1,1,3,0.0,1,"Gold Investment"
20927,5,5,"S","F",20000,2,31,0,1,3,0.0,1,"Gold Investment"
20928,3,3,"S","M",30000,1,30,0,1,3,0.0,1,"P+B Investment"
20929,3,3,"S","M",30000,2,31,0,1,3,0.0,2,"P+B Investment"
20930,0,1,"M","M",40000,0,47,1,1,3,0.0,2,"Private Investment"
20931,0,1,"M","M",40000,0,46,1,1,3,0.0,3,"Private Investment"
20932,0,1,"S","M",30000,1,48,0,1,3,0.2,3,"P+B Investment"
20933,4,4,"S","F",30000,3,32,1,1,3,0.0,2,"P+B Investment"
20934,5,5,"S","F",30000,1,33,1,1,3,0.0,2,"P+B Investment"
20935,5,5,"S","F",30000,3,32,0,1,3,0.0,2,"P+B Investment"
20936,0,0,"S","F",30000,1,33,1,1,3,0.0,2,"P+B Investment"
20937,0,0,"S","F",30000,1,33,0,0,3,0.2,2,"P+B Investment"
20938,0,0,"S","F",30000,1,33,0,1,3,0.2,2,"P+B Investment"
20939,0,0,"S","M",20000,1,34,0,0,3,0.1,2,"Gold Investment"
20940,0,0,"S","F",20000,1,34,0,0,3,0.1,1,"Gold Investment"
20941,0,0,"M","M",10000,2,35,0,0,3,0.0,1,"CO Investment"
20942,0,0,"S","F",20000,1,35,0,1,3,0.5,1,"Gold Investment"
20943,0,0,"S","M",20000,1,35,0,0,3,0.2,1,"Gold Investment"
20944,0,0,"S","F",20000,1,34,0,1,3,0.5,1,"Gold Investment"
20945,0,0,"S","M",30000,1,34,1,0,3,0.0,1,"P+B Investment"
20946,0,0,"S","F",30000,1,34,0,0,3,0.2,2,"P+B Investment"
20947,0,0,"S","F",30000,1,34,0,0,3,0.2,2,"P+B Investment"
20948,0,0,"S","M",30000,1,35,0,1,3,0.0,2,"P+B Investment"
20949,0,0,"S","F",10000,2,36,0,0,3,0.0,2,"CO Investment"
20950,0,0,"S","M",20000,2,35,0,1,3,0.0,1,"CO Investment"
20951,0,0,"S","M",20000,2,36,0,1,3,0.1,1,"CO Investment"
20952,0,0,"S","M",20000,2,36,0,0,3,0.0,1,"CO Investment"
20953,0,0,"S","M",20000,2,36,0,0,3,0.1,1,"CO Investment"
20954,0,0,"S","M",20000,2,36,0,1,3,0.0,1,"CO Investment"
20955,0,0,"S","F",30000,1,35,1,0,3,0.2,1,"P+B Investment"
20956,0,0,"S","F",30000,1,35,0,0,3,0.0,2,"P+B Investment"
20957,0,0,"S","M",30000,1,35,0,0,3,0.0,2,"P+B Investment"
20958,0,0,"S","M",30000,1,35,0,0,3,0.0,2,"P+B Investment"
20959,0,1,"M","M",20000,0,47,0,0,3,0.0,2,"Fund Manager+"
20960,0,1,"S","M",20000,0,48,0,1,3,0.0,2,"Fund Manager+"
20961,0,1,"M","M",10000,0,49,0,1,3,0.0,2,"Private Investment"
20962,0,1,"M","F",20000,0,49,0,1,3,0.0,1,"Fund Manager+"
20963,0,1,"M","F",20000,0,49,0,1,3,0.0,2,"Fund Manager+"
20964,0,1,"S","F",10000,0,74,0,1,3,0.0,2,"Fund Manager+"
20965,0,1,"M","F",30000,0,75,0,1,3,0.0,2,"Fund Manager+"
20966,0,5,"M","F",30000,0,48,1,1,3,0.0,2,"Fund Manager+"
20967,0,1,"M","M",10000,0,53,0,1,3,0.0,2,"P+B Investment"
20968,0,1,"M","M",10000,0,53,0,1,3,0.0,1,"P+B Investment"
20969,0,2,"M","F",10000,0,53,0,1,3,0.1,1,"P+B Investment"
20970,0,2,"S","M",10000,1,56,1,1,3,0.0,1,"P+B Investment"
20971,0,2,"S","M",10000,1,73,0,1,3,0.0,1,"Private Investment"
20972,0,1,"M","M",20000,0,73,0,1,3,0.0,2,"Private Investment"
20973,0,1,"M","F",30000,0,72,0,1,3,0.0,2,"Fund Manager+"
20974,0,2,"M","M",10000,1,70,0,1,3,0.0,2,"Private Investment"
20975,0,1,"M","M",20000,0,70,1,1,3,0.0,2,"Private Investment"
20976,0,2,"M","F",10000,1,69,0,1,3,0.0,2,"P+B Investment"
20977,0,1,"M","M",20000,0,69,1,1,3,0.0,1,"Private Investment"
20978,0,1,"M","M",20000,0,68,0,1,3,0.0,2,"P+B Investment"
20979,0,1,"M","F",20000,0,68,1,1,3,0.0,1,"P+B Investment"
20980,0,1,"S","M",30000,0,69,1,1,3,0.0,1,"Private Investment"
20981,0,3,"M","M",10000,1,68,0,1,3,0.0,2,"P+B Investment"
20982,0,1,"S","M",40000,0,68,1,1,3,0.0,1,"Fund Manager+"
20983,0,0,"S","F",10000,1,29,1,1,1,0.0,2,"P+B Investment"
20984,0,0,"M","F",10000,1,30,1,0,1,0.0,1,"P+B Investment"
20985,0,0,"M","F",20000,0,30,1,0,1,0.0,1,"Private Investment"
20986,0,0,"M","F",10000,1,33,0,1,1,0.2,2,"Gold Investment"
20987,0,0,"S","M",10000,1,32,1,1,1,0.1,1,"Gold Investment"
20988,0,0,"M","F",10000,2,33,1,0,1,0.0,1,"Gold Investment"
20989,1,1,"M","F",10000,0,34,1,0,1,0.2,1,"Gold Investment"
20990,1,1,"M","F",10000,0,34,1,1,1,0.2,1,"Gold Investment"
20991,1,1,"M","M",10000,0,33,1,1,1,0.2,1,"Gold Investment"
20992,0,0,"M","M",20000,0,31,1,1,1,0.0,1,"Private Investment"
20993,0,0,"S","M",20000,0,31,1,1,1,0.0,2,"Private Investment"
20994,0,0,"M","F",20000,0,30,1,0,1,0.0,2,"Private Investment"
20995,0,0,"S","M",20000,0,31,1,0,1,0.0,2,"Private Investment"
20996,0,0,"S","M",20000,0,31,1,1,1,0.0,2,"Private Investment"
20997,0,0,"M","F",20000,0,31,1,1,1,0.0,2,"Private Investment"
20998,0,0,"M","M",20000,0,32,1,1,1,0.0,2,"Private Investment"
20999,0,0,"M","F",20000,0,32,1,0,1,0.0,2,"Private Investment"
21000,0,0,"M","M",20000,0,32,1,1,1,0.0,2,"Private Investment"
21001,0,0,"S","M",20000,0,32,1,1,1,0.0,2,"Private Investment"
21002,0,0,"S","F",20000,0,32,1,0,1,0.0,2,"P+B Investment"
21003,1,1,"M","M",20000,0,48,0,0,3,0.1,1,"P+B Investment"
21004,0,4,"M","F",30000,0,48,1,1,3,0.0,1,"Fund Manager+"
21005,1,1,"M","F",10000,1,50,0,1,3,0.2,2,"Gold Investment"
21006,1,1,"S","F",20000,0,50,1,1,3,0.0,1,"P+B Investment"
21007,1,1,"M","M",20000,0,50,0,0,3,0.1,1,"P+B Investment"
21008,1,1,"S","F",20000,0,50,1,1,3,0.0,1,"P+B Investment"
21009,1,1,"S","M",20000,0,50,0,0,3,0.1,1,"P+B Investment"
21010,1,1,"M","M",20000,0,49,0,0,3,0.1,1,"P+B Investment"
21011,1,1,"S","F",20000,0,49,1,1,3,0.0,1,"P+B Investment"
21012,0,2,"M","F",20000,1,51,1,0,3,0.2,1,"P+B Investment"
21013,0,2,"M","M",20000,1,52,1,1,3,0.2,1,"P+B Investment"
21014,0,2,"M","F",20000,1,52,1,1,3,0.0,1,"P+B Investment"
21015,0,1,"M","F",30000,0,52,1,1,3,0.0,1,"Fund Manager+"
21016,0,3,"M","F",30000,0,50,1,1,3,0.0,2,"Fund Manager+"
21017,0,3,"M","F",30000,0,50,1,1,3,0.0,2,"Fund Manager+"
21018,0,3,"M","F",30000,0,50,1,1,3,0.0,2,"Fund Manager+"
21019,0,3,"S","F",40000,0,50,1,1,3,0.0,2,"Fund Manager+"
21020,0,3,"M","M",30000,0,51,1,1,3,0.0,2,"Private Investment"
21021,0,0,"M","M",30000,0,51,1,1,3,0.0,2,"Private Investment"
21022,0,1,"M","F",30000,0,52,1,1,3,0.0,2,"Private Investment"
21023,1,1,"M","F",10000,1,40,0,1,3,0.5,2,"Gold Investment"
21024,1,1,"S","F",10000,1,40,1,1,3,0.2,1,"Gold Investment"
21025,1,1,"S","M",10000,2,40,0,0,3,0.0,1,"Gold Investment"
21026,0,0,"S","M",20000,1,40,0,0,3,0.2,1,"P+B Investment"
21027,0,0,"S","M",20000,1,40,1,1,3,0.1,1,"P+B Investment"
21028,0,0,"S","M",20000,1,39,0,0,3,0.2,1,"P+B Investment"
21029,2,2,"S","F",10000,0,41,1,1,3,0.0,1,"Gold Investment"
21030,0,0,"S","F",30000,0,39,1,1,3,0.0,1,"Private Investment"
21031,0,0,"S","F",30000,0,40,1,0,3,0.0,2,"Private Investment"
21032,0,0,"S","M",20000,1,40,0,0,3,0.2,2,"P+B Investment"
21033,0,0,"S","M",30000,0,40,1,1,3,0.0,1,"Private Investment"
21034,0,0,"S","F",30000,0,41,1,0,3,0.1,2,"Private Investment"
21035,0,1,"M","M",30000,0,41,1,0,3,0.1,2,"Private Investment"
21036,0,1,"M","M",30000,0,41,1,1,3,0.0,2,"Private Investment"
21037,0,0,"M","M",40000,0,40,1,1,3,0.0,2,"Fund Manager+"
21038,0,0,"M","M",40000,0,41,1,1,3,0.0,2,"Fund Manager+"
21039,0,0,"S","F",50000,0,41,1,1,3,0.0,2,"Fund Manager+"
21040,0,0,"S","M",50000,0,41,1,0,3,0.0,3,"Fund Manager+"
21041,0,2,"M","M",20000,1,57,1,0,3,0.2,3,"P+B Investment"
21042,0,2,"M","M",20000,1,58,1,1,3,0.1,1,"P+B Investment"
21043,0,4,"M","M",10000,2,59,0,1,3,0.0,1,"Gold Investment"
21044,0,2,"M","M",20000,1,59,1,0,3,0.1,1,"P+B Investment"
21045,1,2,"S","F",10000,2,56,0,1,3,0.0,1,"Gold Investment"
21046,1,2,"M","M",10000,2,57,0,1,3,0.0,1,"Gold Investment"
21047,1,1,"S","F",20000,0,42,1,0,3,0.0,1,"P+B Investment"
21048,1,1,"M","F",20000,1,42,1,0,3,0.2,1,"P+B Investment"
21049,1,1,"S","M",20000,1,42,0,1,3,0.2,1,"P+B Investment"
21050,0,1,"M","M",30000,0,42,1,0,3,0.0,1,"Private Investment"
21051,0,1,"M","F",30000,0,42,1,1,3,0.2,2,"Private Investment"
21052,1,1,"S","F",30000,0,42,1,1,3,0.1,2,"Private Investment"
21053,1,1,"M","M",30000,0,42,1,0,3,0.2,2,"Private Investment"
21054,0,0,"M","M",40000,0,41,1,1,3,0.0,2,"Fund Manager+"
21055,0,0,"M","F",40000,0,42,1,1,3,0.0,2,"Fund Manager+"
21056,0,0,"M","M",40000,0,41,1,1,3,0.0,2,"Fund Manager+"
21057,0,5,"M","F",80000,0,85,1,1,3,0.0,2,"Private Investment"
21058,3,3,"S","F",10000,1,43,0,1,3,0.0,3,"Gold Investment"
21059,1,1,"M","F",20000,1,43,1,1,3,0.2,1,"P+B Investment"
21060,1,1,"S","F",30000,0,43,1,1,3,0.1,1,"Private Investment"
21061,1,1,"M","F",30000,1,43,1,0,3,0.2,2,"Private Investment"
21062,1,1,"S","F",30000,1,43,1,1,3,0.0,2,"Private Investment"
21063,4,5,"M","M",10000,2,44,0,0,3,0.0,2,"CO Investment"
21064,1,1,"S","F",20000,1,43,1,0,3,0.1,1,"Gold Investment"
21065,0,0,"M","M",40000,0,43,1,0,3,0.0,1,"Private Investment"
21066,1,1,"M","F",30000,2,44,0,1,3,0.0,2,"Private Investment"
21067,3,5,"S","M",10000,1,45,1,1,3,0.0,3,"CO Investment"
21068,3,4,"S","M",10000,2,45,0,1,3,0.0,1,"CO Investment"
21069,3,4,"M","M",10000,2,44,0,1,3,0.0,1,"CO Investment"
21070,2,2,"M","F",20000,1,45,0,0,3,0.0,1,"Gold Investment"
21071,2,2,"S","F",20000,1,45,1,0,3,0.0,1,"Gold Investment"
21072,2,2,"S","M",20000,1,45,1,1,3,0.0,1,"Gold Investment"
21073,2,2,"S","F",20000,2,44,0,1,3,0.0,1,"Gold Investment"
21074,1,1,"M","F",30000,2,45,0,1,3,0.0,1,"Private Investment"
21075,1,1,"M","M",30000,2,45,0,1,3,0.0,3,"Private Investment"
21076,2,3,"S","M",10000,2,45,0,1,3,0.0,3,"CO Investment"
21077,2,3,"S","F",10000,2,46,0,1,3,0.0,1,"CO Investment"
21078,2,3,"S","F",10000,2,46,0,1,3,0.0,1,"CO Investment"
21079,3,3,"S","M",20000,0,46,0,1,3,0.0,1,"Gold Investment"
21080,1,1,"M","F",30000,2,46,0,1,3,0.0,1,"Private Investment"
21081,2,2,"S","M",30000,0,46,0,1,3,0.0,3,"Private Investment"
21082,2,2,"S","M",30000,0,46,0,1,3,0.0,3,"P+B Investment"
21083,3,3,"S","F",20000,2,46,0,1,3,0.0,1,"Gold Investment"
21084,0,4,"M","M",10000,2,77,0,1,3,0.0,1,"Gold Investment"
21085,0,2,"M","F",20000,1,76,0,0,3,0.2,1,"P+B Investment"
21086,0,2,"M","F",20000,1,77,0,1,3,0.2,1,"P+B Investment"
21087,0,0,"S","F",40000,0,44,1,1,3,0.0,1,"Private Investment"
21088,2,2,"S","M",30000,1,44,0,0,3,0.0,4,"P+B Investment"
21089,2,2,"S","F",30000,1,45,1,1,3,0.0,2,"P+B Investment"
21090,2,2,"S","M",30000,1,45,1,1,3,0.0,2,"P+B Investment"
21091,2,2,"S","F",30000,2,45,0,1,3,0.0,2,"P+B Investment"
21092,0,1,"M","F",40000,0,46,1,1,3,0.0,2,"Private Investment"
21093,0,1,"M","F",40000,0,46,1,1,3,0.0,3,"Private Investment"
21094,2,2,"S","F",30000,2,46,0,1,3,0.0,3,"P+B Investment"
21095,2,2,"S","M",30000,2,46,0,1,3,0.0,2,"P+B Investment"
21096,3,3,"S","M",30000,0,47,0,1,3,0.0,2,"P+B Investment"
21097,0,0,"M","M",20000,1,33,0,1,3,0.2,2,"Gold Investment"
21098,4,4,"M","M",20000,2,31,0,0,3,0.0,1,"Gold Investment"
21099,4,4,"S","F",20000,2,31,0,0,3,0.0,1,"Gold Investment"
21100,3,3,"S","F",30000,1,31,1,1,3,0.0,1,"P+B Investment"
21101,3,3,"S","F",30000,2,31,0,1,3,0.0,2,"P+B Investment"
21102,0,1,"M","M",40000,0,47,1,1,3,0.0,2,"Private Investment"
21103,0,1,"M","M",40000,0,47,1,1,3,0.0,3,"Private Investment"
21104,0,1,"M","F",40000,0,47,1,1,3,0.0,3,"Private Investment"
21105,0,1,"M","M",40000,0,47,1,1,3,0.0,3,"Private Investment"
21106,0,1,"M","F",40000,1,48,1,1,3,0.0,3,"Private Investment"
21107,0,1,"M","F",40000,1,48,1,1,3,0.0,3,"Private Investment"
21108,0,1,"M","F",40000,1,47,1,1,3,0.0,3,"Private Investment"
21109,4,4,"S","F",30000,1,32,0,1,3,0.0,3,"P+B Investment"
21110,4,4,"M","M",30000,2,32,0,1,3,0.0,2,"P+B Investment"
21111,4,4,"S","M",30000,2,31,0,0,3,0.0,2,"P+B Investment"
21112,5,5,"M","M",30000,3,33,0,1,3,0.0,2,"P+B Investment"
21113,0,0,"S","F",30000,1,33,0,0,3,0.2,2,"P+B Investment"
21114,0,0,"M","F",30000,1,32,0,1,3,0.0,2,"P+B Investment"
21115,0,0,"S","M",30000,1,33,0,0,3,0.2,2,"P+B Investment"
21116,0,0,"M","M",20000,1,33,0,1,3,0.2,2,"Gold Investment"
21117,0,0,"S","M",10000,2,35,0,0,3,0.0,1,"CO Investment"
21118,0,0,"S","F",20000,1,35,0,1,3,0.5,1,"Gold Investment"
21119,0,0,"S","M",20000,1,34,0,0,3,0.5,1,"Gold Investment"
21120,0,0,"M","M",30000,1,34,0,0,3,0.0,1,"P+B Investment"
21121,0,0,"S","M",20000,1,35,0,0,3,0.5,2,"CO Investment"
21122,0,0,"M","F",10000,2,36,0,0,3,0.0,1,"CO Investment"
21123,0,0,"S","M",20000,2,36,0,1,3,0.1,1,"CO Investment"
21124,0,0,"S","F",20000,2,36,0,1,3,0.0,1,"CO Investment"
21125,0,0,"S","M",30000,1,34,0,0,3,0.2,1,"P+B Investment"
21126,0,0,"S","F",30000,1,34,1,1,3,0.2,2,"P+B Investment"
21127,0,0,"S","F",30000,1,35,0,0,3,0.2,2,"P+B Investment"
21128,0,0,"S","M",30000,1,35,0,1,3,0.0,2,"P+B Investment"
21129,0,0,"S","M",30000,1,35,0,0,3,0.2,2,"P+B Investment"
21130,1,1,"M","F",40000,0,34,1,1,3,0.1,2,"Private Investment"
21131,0,0,"S","M",20000,2,37,0,1,3,0.0,3,"CO Investment"
21132,0,0,"S","M",30000,1,36,0,0,3,0.0,1,"P+B Investment"
21133,0,0,"S","F",30000,1,36,0,0,3,0.2,2,"P+B Investment"
21134,0,0,"S","M",20000,2,30,0,0,3,0.0,2,"CO Investment"
21135,0,0,"M","M",20000,2,29,0,0,3,0.0,1,"CO Investment"
21136,0,0,"M","F",20000,2,30,0,0,3,0.0,1,"CO Investment"
21137,0,0,"S","M",20000,2,29,0,0,3,0.1,1,"CO Investment"
21138,0,1,"M","F",70000,1,48,1,0,2,0.0,1,"P+B Investment"
21139,0,1,"M","M",70000,1,48,1,1,2,0.2,3,"P+B Investment"
21140,3,4,"M","M",40000,3,48,0,1,2,0.5,3,"Gold Investment"
21141,3,4,"S","M",40000,3,49,1,1,2,1.0,3,"Gold Investment"
21142,3,4,"M","M",40000,3,49,0,1,2,0.5,3,"Gold Investment"
21143,0,1,"M","F",60000,1,49,1,1,2,0.2,3,"P+B Investment"
21144,0,1,"M","M",60000,1,49,1,1,2,0.0,3,"P+B Investment"
21145,0,0,"M","F",40000,1,50,0,1,2,0.0,3,"Private Investment"
21146,0,1,"M","M",60000,1,50,1,0,2,0.0,4,"P+B Investment"
21147,0,1,"M","M",60000,1,50,1,1,2,0.2,3,"P+B Investment"
21148,0,0,"S","F",50000,1,43,1,1,2,0.2,3,"P+B Investment"
21149,0,0,"S","M",50000,1,42,1,1,2,0.2,3,"P+B Investment"
21150,0,0,"S","F",60000,1,43,1,0,2,0.0,3,"Fund Manager+"
21151,0,0,"S","M",60000,1,42,1,0,2,0.2,4,"Fund Manager+"
21152,0,0,"S","F",60000,1,43,1,1,2,0.0,4,"Fund Manager+"
21153,0,0,"M","M",60000,1,43,1,0,2,0.0,4,"Fund Manager+"
21154,0,1,"M","M",50000,1,82,0,0,2,0.0,4,"Fund Manager+"
21155,0,1,"M","M",60000,1,50,1,0,2,0.2,4,"P+B Investment"
21156,0,1,"M","F",60000,1,50,1,1,2,0.0,3,"P+B Investment"
21157,4,5,"M","M",60000,1,51,0,1,2,0.0,3,"Private Investment"
21158,3,4,"S","M",60000,1,51,0,1,2,0.2,4,"Private Investment"
21159,5,5,"M","F",70000,3,51,0,1,2,1.0,4,"Fund Manager+"
21160,0,3,"M","F",80000,0,50,1,1,2,0.0,4,"Fund Manager+"
21161,0,1,"M","F",60000,1,52,1,1,2,0.2,4,"Private Investment"
21162,0,1,"S","F",60000,1,51,1,1,2,0.2,4,"Private Investment"
21163,4,5,"M","M",70000,1,52,0,1,2,0.2,4,"Fund Manager+"
21164,4,5,"M","M",70000,2,52,0,1,2,0.2,4,"Fund Manager+"
21165,4,4,"S","F",80000,0,41,1,1,1,0.0,4,"Fund Manager+"
21166,0,1,"S","F",90000,0,41,1,1,1,0.0,5,"Fund Manager+"
21167,0,2,"S","F",90000,0,41,1,1,1,0.0,5,"Fund Manager+"
21168,4,4,"M","M",80000,1,40,1,0,1,0.0,5,"Fund Manager+"
21169,0,2,"M","F",90000,0,40,1,1,1,0.2,5,"Private Investment"
21170,5,5,"M","M",70000,3,42,0,1,1,1.0,4,"Private Investment"
21171,5,5,"S","M",70000,3,42,0,0,1,1.0,4,"Private Investment"
21172,5,5,"M","M",70000,3,42,0,1,1,1.0,4,"Private Investment"
21173,5,5,"M","M",70000,3,42,1,0,1,1.0,4,"Private Investment"
21174,5,5,"M","M",70000,3,43,0,1,1,1.0,4,"Private Investment"
21175,5,5,"S","M",80000,2,43,0,1,1,0.0,4,"Fund Manager+"
21176,5,5,"M","M",80000,2,43,0,1,1,0.0,5,"Fund Manager+"
21177,5,5,"M","F",80000,2,43,0,1,1,0.0,5,"Fund Manager+"
21178,5,5,"M","F",80000,3,44,0,1,1,0.0,5,"Private Investment"
21179,5,5,"M","F",80000,3,44,1,0,1,0.0,4,"Private Investment"
21180,2,2,"S","F",60000,1,45,1,1,1,0.0,4,"Private Investment"
21181,3,3,"S","F",60000,1,45,0,0,1,0.2,4,"Private Investment"
21182,3,3,"M","F",60000,1,44,0,1,1,0.5,4,"Private Investment"
21183,5,5,"M","M",70000,4,42,1,1,1,1.0,4,"Private Investment"
21184,0,0,"S","M",70000,1,42,0,1,1,0.5,4,"Private Investment"
21185,5,5,"M","M",80000,4,42,0,0,1,0.1,4,"Private Investment"
21186,0,0,"S","M",70000,1,45,0,1,1,0.5,4,"Private Investment"
21187,3,3,"M","M",60000,2,45,0,0,1,0.0,4,"Private Investment"
21188,4,4,"M","M",60000,2,46,0,1,1,0.5,4,"Private Investment"
21189,2,3,"M","F",60000,2,46,1,1,1,0.5,4,"Private Investment"
21190,0,0,"S","M",70000,1,47,0,1,1,0.5,4,"Private Investment"
21191,0,1,"M","M",60000,1,48,1,0,1,0.0,4,"Private Investment"
21192,0,1,"M","F",60000,1,48,1,1,1,0.5,4,"Private Investment"
21193,0,1,"M","M",60000,1,48,1,1,1,0.5,4,"Private Investment"
21194,0,1,"M","F",60000,1,48,1,1,1,0.0,4,"Private Investment"
21195,0,1,"M","M",60000,1,48,1,1,1,0.0,4,"Private Investment"
21196,0,1,"M","F",60000,1,49,0,1,1,0.5,4,"P+B Investment"
21197,0,1,"S","F",60000,1,49,1,1,1,0.5,3,"Private Investment"
21198,0,1,"M","F",60000,1,49,0,1,1,0.5,4,"Private Investment"
21199,0,1,"S","F",60000,1,49,1,1,1,0.5,4,"P+B Investment"
21200,0,1,"S","F",60000,1,49,1,1,1,0.5,3,"P+B Investment"
21201,0,3,"S","F",80000,1,81,1,1,1,0.1,3,"Fund Manager+"
21202,0,0,"S","F",100000,1,44,1,1,1,0.2,5,"Fund Manager+"
21203,0,0,"M","F",100000,1,43,1,0,1,0.2,5,"Fund Manager+"
21204,0,0,"S","F",100000,1,44,0,0,1,0.5,5,"Private Investment"
21205,0,0,"S","F",110000,2,44,1,0,1,0.1,4,"Fund Manager+"
21206,0,1,"S","M",60000,1,50,1,0,1,0.5,5,"P+B Investment"
21207,0,1,"M","M",60000,1,50,0,1,1,0.5,3,"P+B Investment"
21208,0,2,"S","F",30000,2,78,0,1,1,0.5,3,"P+B Investment"
21209,0,0,"S","M",70000,1,45,0,1,1,0.5,2,"Private Investment"
21210,5,5,"S","M",80000,4,45,0,0,1,0.1,4,"Private Investment"
21211,0,0,"S","M",70000,1,46,1,1,1,0.5,4,"Private Investment"
21212,0,0,"S","M",70000,1,45,0,1,1,0.5,4,"Private Investment"
21213,0,0,"S","M",70000,1,45,0,0,1,0.5,4,"Private Investment"
21214,0,0,"S","M",70000,1,46,1,0,1,0.5,4,"Private Investment"
21215,0,0,"S","F",70000,1,46,1,1,1,0.5,4,"Private Investment"
21216,0,4,"S","M",80000,1,46,1,1,1,0.1,4,"Private Investment"
21217,0,1,"S","F",90000,1,50,1,0,1,0.2,4,"Private Investment"
21218,0,0,"S","M",70000,1,47,1,1,1,0.5,4,"Private Investment"
21219,0,0,"S","F",70000,1,47,1,0,1,0.5,4,"Private Investment"
21220,4,5,"M","F",70000,2,48,0,0,1,0.5,4,"P+B Investment"
21221,0,1,"M","M",60000,1,49,0,1,1,0.5,3,"P+B Investment"
21222,0,1,"M","M",60000,1,48,1,1,1,0.0,3,"P+B Investment"
21223,4,5,"S","F",70000,3,49,0,1,1,1.0,3,"P+B Investment"
21224,0,2,"M","M",90000,1,52,0,1,1,0.1,3,"Private Investment"
21225,0,2,"S","F",90000,1,51,1,1,1,0.2,4,"Private Investment"
21226,0,1,"S","M",80000,1,54,1,1,1,0.0,4,"P+B Investment"
21227,0,2,"M","F",30000,2,57,0,0,1,0.5,3,"P+B Investment"
21228,0,2,"M","F",40000,1,57,1,0,1,0.5,2,"Private Investment"
21229,0,2,"S","F",40000,1,56,1,1,1,0.5,5,"Private Investment"
21230,0,2,"M","F",40000,1,57,1,1,1,0.0,5,"Private Investment"
21231,0,2,"M","F",40000,1,57,1,1,1,0.0,5,"Private Investment"
21232,1,2,"M","M",10000,2,61,0,1,1,0.5,5,"Gold Investment"
21233,0,0,"M","M",30000,2,34,0,1,2,0.0,3,"Gold Investment"
21234,0,0,"S","F",30000,2,34,0,0,2,0.5,3,"Gold Investment"
21235,0,0,"S","F",40000,1,34,1,1,2,0.0,3,"Gold Investment"
21236,0,0,"S","M",40000,1,35,0,0,2,0.5,3,"Gold Investment"
21237,0,0,"M","M",30000,2,30,0,1,2,0.5,3,"Gold Investment"
21238,0,0,"S","M",30000,2,30,0,1,2,0.0,3,"Gold Investment"
21239,0,2,"M","F",30000,2,72,0,0,1,0.0,3,"P+B Investment"
21240,0,0,"S","M",30000,2,31,0,0,2,0.5,2,"CO Investment"
21241,0,0,"S","M",30000,2,31,0,0,2,0.5,2,"CO Investment"
21242,0,0,"S","F",30000,2,32,0,0,2,0.5,2,"CO Investment"
21243,0,0,"M","M",40000,2,32,0,1,2,0.0,2,"Gold Investment"
21244,0,0,"M","F",40000,2,32,0,0,2,0.5,3,"Gold Investment"
21245,0,0,"M","F",40000,2,32,0,1,2,0.0,3,"Gold Investment"
21246,0,0,"S","M",40000,2,32,1,0,2,0.0,3,"Gold Investment"
21247,0,0,"M","M",40000,2,31,0,0,2,0.5,3,"Gold Investment"
21248,0,2,"M","M",40000,2,72,0,1,1,0.5,3,"Private Investment"
21249,0,0,"S","M",40000,2,33,0,1,2,0.0,5,"Gold Investment"
21250,0,0,"M","M",40000,2,32,0,0,2,0.5,3,"Gold Investment"
21251,0,0,"S","F",30000,2,31,0,1,2,0.5,3,"CO Investment"
21252,0,0,"S","M",30000,2,31,0,0,2,0.5,2,"CO Investment"
21253,0,0,"S","F",40000,2,30,1,1,2,0.0,2,"Gold Investment"
21254,0,2,"M","F",30000,2,70,0,0,1,0.5,3,"P+B Investment"
21255,0,2,"M","F",60000,1,71,0,0,1,0.0,2,"Fund Manager+"
21256,0,2,"M","F",40000,2,69,1,1,1,0.0,5,"Private Investment"
21257,0,2,"M","F",40000,2,69,1,1,1,0.0,5,"Private Investment"
21258,0,2,"S","M",40000,2,66,1,1,1,0.5,5,"Private Investment"
21259,0,2,"S","M",60000,1,67,1,1,1,0.5,5,"Fund Manager+"
21260,0,0,"S","F",40000,2,34,0,1,2,0.5,5,"Gold Investment"
21261,0,0,"S","F",40000,1,34,0,1,2,0.5,3,"P+B Investment"
21262,0,0,"S","F",40000,1,34,0,1,2,0.1,3,"P+B Investment"
21263,0,0,"S","F",40000,1,35,0,0,2,0.5,3,"P+B Investment"
21264,0,0,"S","M",60000,1,37,1,0,2,0.5,3,"P+B Investment"
21265,0,0,"S","M",70000,2,38,1,1,2,0.5,3,"P+B Investment"
21266,0,0,"S","F",80000,1,38,1,0,2,0.1,3,"Private Investment"
21267,0,0,"M","M",80000,1,42,1,1,2,0.1,5,"Private Investment"
