Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,Price
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,19,14,1385,"$3,427.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,17,12,1385,"$3,470.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,"$2,898.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,"$2,920.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,"$2,580.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,18,13,1385,"$3,357.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,21,16,1385,"$2,996.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,"$2,883.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,21,16,1385,"$3,094.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,"$2,885.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,four wheel drive,2,N/A,Large,Extended Cab Pickup,17,12,1385,"$3,419.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,"$2,668.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,"$2,789.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,"$3,321.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,18,13,1385,"$3,342.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,"$3,025.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,"$2,653.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,21,16,1385,"$2,740.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,"$2,639.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,"$3,067.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,"$2,817.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,"$3,350.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,"$3,282.00"
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,"$2,430.00"
Chevrolet,C/K 1500 Series,1999,regular unleaded,230,8,AUTOMATIC,rear wheel drive,3,N/A,Large,Extended Cab Pickup,17,13,1385,"$3,696.00"
Chevrolet,C/K 1500 Series,1999,regular unleaded,230,8,AUTOMATIC,four wheel drive,3,N/A,Large,Extended Cab Pickup,17,13,1385,"$4,098.00"
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13,1385,"$2,949.00"
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,17,13,1385,"$3,345.00"
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,17,13,1385,"$3,034.00"
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13,1385,"$2,697.00"
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,18,12,1385,"$3,360.00"
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,18,12,1385,"$3,068.00"
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,18,12,1385,"$3,090.00"
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,18,12,1385,"$2,847.00"
Mercedes-Benz,CL-Class,2012,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12,617,"$211,000.00"
Mercedes-Benz,CL-Class,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Large,Coupe,18,12,617,"$158,700.00"
Mercedes-Benz,CL-Class,2012,premium unleaded (required),429,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Large,Coupe,24,15,617,"$114,100.00"
Mercedes-Benz,CL-Class,2012,premium unleaded (required),536,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,22,15,617,"$151,500.00"
Mercedes-Benz,CL-Class,2013,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12,617,"$213,200.00"
Mercedes-Benz,CL-Class,2013,premium unleaded (required),536,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,22,15,617,"$153,000.00"
Mercedes-Benz,CL-Class,2013,premium unleaded (required),429,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Large,Coupe,24,15,617,"$115,300.00"
Mercedes-Benz,CL-Class,2013,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Large,Coupe,18,12,617,"$160,300.00"
Mercedes-Benz,CL-Class,2014,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12,617,"$215,500.00"
Mercedes-Benz,CL-Class,2014,premium unleaded (required),429,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Large,Coupe,24,15,617,"$116,600.00"
Mercedes-Benz,CL-Class,2014,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Large,Coupe,18,12,617,"$162,000.00"
Mercedes-Benz,CL-Class,2014,premium unleaded (required),536,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,22,15,617,"$154,600.00"
Mercedes-Benz,CLA-Class,2015,premium unleaded (required),208,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,38,26,617,"$31,500.00"
Mercedes-Benz,CLA-Class,2015,premium unleaded (required),208,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,24,617,"$33,500.00"
Mercedes-Benz,CLA-Class,2015,premium unleaded (required),355,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,31,23,617,"$48,500.00"
Mercedes-Benz,CLA-Class,2016,premium unleaded (required),208,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,38,26,617,"$32,050.00"
Mercedes-Benz,CLA-Class,2016,premium unleaded (required),375,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,31,23,617,"$49,500.00"
Mercedes-Benz,CLA-Class,2016,premium unleaded (required),208,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,33,24,617,"$34,050.00"
Mercedes-Benz,CLA-Class,2017,premium unleaded (required),208,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,38,26,617,"$32,400.00"
Mercedes-Benz,CLA-Class,2017,premium unleaded (required),208,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,23,617,"$34,400.00"
Mercedes-Benz,CLA-Class,2017,premium unleaded (required),375,4,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,30,23,617,"$49,950.00"
Acura,CL,2001,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,"$29,980.00"
Acura,CL,2001,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,"$27,980.00"
Acura,CL,2002,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,"$28,030.00"
Acura,CL,2002,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,"$30,030.00"
Acura,CL,2003,premium unleaded (required),260,6,MANUAL,front wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,26,17,204,"$32,700.00"
Acura,CL,2003,premium unleaded (required),260,6,AUTOMATIC,front wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,27,17,204,"$30,550.00"
Acura,CL,2003,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,"$30,350.00"
Acura,CL,2003,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,"$28,200.00"
Acura,CL,2003,premium unleaded (required),260,6,MANUAL,front wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,26,17,204,"$30,550.00"
Chevrolet,Classic,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,22,1385,"$19,505.00"
Chevrolet,Classic,2005,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,22,1385,"$19,690.00"
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,25,17,617,"$54,200.00"
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),475,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,18,12,617,"$89,200.00"
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,25,17,617,"$46,200.00"
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,22,15,617,"$62,900.00"
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,15,617,"$54,900.00"
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,25,17,617,"$46,450.00"
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,15,617,"$55,150.00"
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),500,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,12,617,"$135,000.00"
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,21,15,617,"$63,200.00"
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),475,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,18,12,617,"$89,500.00"
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,25,17,617,"$54,500.00"
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,25,17,617,"$56,100.00"
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,21,15,617,"$64,800.00"
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,22,15,617,"$56,800.00"
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,25,17,617,"$48,100.00"
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,26,17,617,"$73,200.00"
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16,617,"$106,550.00"
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20,617,"$65,990.00"
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,28,20,617,"$68,490.00"
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),402,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,24,17,617,"$75,700.00"
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20,617,"$66,900.00"
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,617,"$69,400.00"
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16,617,"$107,800.00"
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),402,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,617,"$76,600.00"
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,26,17,617,"$74,100.00"
Mercedes-Benz,CLS-Class,2017,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,26,18,617,"$74,850.00"
Mercedes-Benz,CLS-Class,2017,premium unleaded (required),402,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,617,"$77,350.00"
Mercedes-Benz,CLS-Class,2017,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16,617,"$108,900.00"
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,24,1385,"$14,410.00"
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,24,1385,"$15,120.00"
Chevrolet,Cobalt,2008,premium unleaded (recommended),260,4,MANUAL,front wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,"$22,335.00"
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,24,1385,"$14,410.00"
Chevrolet,Cobalt,2008,regular unleaded,173,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,22,1385,"$19,695.00"
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,24,1385,"$15,120.00"
Chevrolet,Cobalt,2008,regular unleaded,173,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,1385,"$19,695.00"
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,25,1385,"$16,460.00"
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,25,1385,"$15,660.00"
Chevrolet,Cobalt,2009,premium unleaded (recommended),260,4,MANUAL,front wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,"$23,425.00"
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,25,1385,"$15,660.00"
Chevrolet,Cobalt,2009,premium unleaded (recommended),260,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,30,22,1385,"$23,425.00"
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,25,1385,"$14,990.00"
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,1385,"$14,990.00"
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,25,1385,"$16,460.00"
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,25,1385,"$15,670.00"
Chevrolet,Cobalt,2010,premium unleaded (recommended),260,4,MANUAL,front wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,"$24,535.00"
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,1385,"$14,990.00"
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,25,1385,"$16,470.00"
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,25,1385,"$14,990.00"
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,1385,"$16,470.00"
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,1385,"$15,670.00"
Chevrolet,Colorado,2012,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Performance,Compact,Crew Cab Pickup,20,14,1385,"$28,340.00"
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,17,1385,"$29,480.00"
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,24,18,1385,"$23,030.00"
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,four wheel drive,2,N/A,Compact,Regular Cab Pickup,24,18,1385,"$20,980.00"
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,1385,"$30,320.00"
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,17,1385,"$26,160.00"
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,23,17,1385,"$27,490.00"
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,25,18,1385,"$22,955.00"
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,25,18,1385,"$19,730.00"
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,four wheel drive,2,N/A,Compact,Regular Cab Pickup,23,17,1385,"$24,440.00"
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,25,18,1385,"$17,475.00"
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,25,18,1385,"$24,285.00"
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,17,1385,"$26,620.00"
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,25,18,1385,"$20,370.00"
Chevrolet,Colorado,2012,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Performance,Compact,Extended Cab Pickup,20,14,1385,"$27,010.00"
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,1385,"$28,460.00"
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,25,19,1385,"$29,220.00"
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,27,20,1385,"$29,550.00"
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,26,18,1385,"$25,850.00"
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,26,18,1385,"$28,630.00"
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,27,20,1385,"$27,110.00"
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,27,20,1385,"$24,330.00"
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,25,19,1385,"$26,885.00"
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,"$30,005.00"
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,"$34,415.00"
Chevrolet,Colorado,2015,regular unleaded,200,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,26,19,1385,"$21,775.00"
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,"$32,085.00"
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,26,18,1385,"$30,785.00"
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,"$32,385.00"
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,"$34,115.00"
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,27,20,1385,"$25,170.00"
Chevrolet,Colorado,2015,regular unleaded,200,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,26,19,1385,"$20,120.00"
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,27,20,1385,"$27,630.00"
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,"$29,705.00"
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,25,19,1385,"$31,555.00"
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,"$30,665.00"
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,"$32,895.00"
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,"$35,000.00"
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,"$30,365.00"
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,27,20,1385,"$28,515.00"
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,"$33,195.00"
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,25,19,1385,"$30,030.00"
Chevrolet,Colorado,2016,regular unleaded,200,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,26,19,1385,"$20,100.00"
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,25,19,1385,"$32,440.00"
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,26,18,1385,"$31,670.00"
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,26,18,1385,"$26,510.00"
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,27,20,1385,"$30,435.00"
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Diesel,Compact,Extended Cab Pickup,25,19,1385,"$27,545.00"
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,27,20,1385,"$24,990.00"
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,"$35,300.00"
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,27,20,1385,"$27,920.00"
Chevrolet,Colorado,2016,regular unleaded,200,4,MANUAL,rear wheel drive,4,Diesel,Compact,Extended Cab Pickup,26,19,1385,"$22,435.00"
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,27,20,1385,"$25,980.00"
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,26,18,1385,"$29,440.00"
